Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID,quant
"Harish S., Raveendran S.",58127648300;58127648400;,In situ redevelopment of slums in Indian cities: Closing a rent gap?,2023,Housing Studies,,,,,,,,10.1080/02673037.2023.2180494,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149387852&doi=10.1080%2f02673037.2023.2180494&partnerID=40&md5=d8a3433776b8e38ba4b64620ae8316f7,"No. 88, 1st Cross Da Costa Square, Cooke Town, Karnataka, Bengaluru, 560005, India; Urban Informatics Lab in the Indian Institute for Human Settlements, Bengaluru, India","Harish, S., No. 88, 1st Cross Da Costa Square, Cooke Town, Karnataka, Bengaluru, 560005, India; Raveendran, S., Urban Informatics Lab in the Indian Institute for Human Settlements, Bengaluru, India","Cities of the Global South are often unable to invest in developing urban housing. Land value-based tools for developing low-income housing, like India’s In Situ Slum Redevelopment (ISSR, part of the Pradhan Mantri Awas Yojana—Urban scheme), seek to balance welfare and economic agendas, but have not achieved expected results. ISSR’s focus on attracting private capital to redevelop India’s slums reflects a perceived rent gap on slum lands. This paper dissects this perception using a probabilistic simulation model to assess the scheme’s feasibility and profitability, integrating data on slums, real-estate markets and policy incentives. The paper proposes a Land Shape Index, identifying slum land shape as a critical—and overlooked—determinant of rent gap. Finding little to no rent gap on slum lands across big and small cities—reflected in ISSR’s low uptake—the paper argues that land value-based capital-led slum redevelopment is unlikely to gain traction and scale. These analyses provide avenues for policy introspection, practice, and lessons for housing studies in India and beyond. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",In situ slum redevelopment; profitability; slum land shape,,Article,Article in Press,,Scopus,2-s2.0-85149387852,1
"Pinto Valencia V., Córdova Montúfar M., Bell Sancho D.",58128411200;58127864000;58127864100;,The right to the city and contemporary housing policy in Ecuador,2023,Housing Studies,,,,,,,,10.1080/02673037.2023.2180491,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149387232&doi=10.1080%2f02673037.2023.2180491&partnerID=40&md5=f47956c4c7a37e0615a93b9c3bf7334b,"FLACSO Ecuador, Quito, Ecuador; MIT Displacement Research and Action Network, Cambridge, MA, United States","Pinto Valencia, V., FLACSO Ecuador, Quito, Ecuador; Córdova Montúfar, M., FLACSO Ecuador, Quito, Ecuador; Bell Sancho, D., MIT Displacement Research and Action Network, Cambridge, MA, United States","This article analyzes how the right to the city has been implemented in Ecuadorian housing policy after it was recognized in the 2008 Constitution, focusing on the link between this right and the right to housing. Based on the policy design framework, the study seeks to explore to what extent the set of policy instruments developed in the period 2009–2020 have been consistent with the right principles proposed in Constitution. Some limitations are identified, such as the prevalence of a housing policy model that disregards social production as an alternative and is disconnected from broader strategies of equitable urban development. The absence of indicators that account for the right to the city, and the lack of strategies that facilitate the articulation between the housing and land management competencies of the central and municipal governments are other fundamental constraints. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",housing policies; policy instruments; Right to the city,,Article,Article in Press,,Scopus,2-s2.0-85149387232,0
Hochstenbach C.,56124002400;,Networked geographies of private landlordism: mapping flows of capital accumulation and rent extraction,2023,Housing Studies,,,,,,,,10.1080/02673037.2023.2174255,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149333763&doi=10.1080%2f02673037.2023.2174255&partnerID=40&md5=5cb6f1ee5c717cbc84cf012d0ebf75e8,"Urban Geographies, University of Amsterdam, Amsterdam, Netherlands","Hochstenbach, C., Urban Geographies, University of Amsterdam, Amsterdam, Netherlands","Recent years have seen the resurgence of private-rental housing as both a place to live, and a site of capital investment. Individual landlordism is a key feature of this resurgence. This paper aims to understand the networked geographies of private landlordism. Drawing on Dutch register data, containing geocoded information on the full population and housing stock, this paper is able to uniquely link private-rental units to their (landlord) owners. By linking landlords’ places of residence and investment, flows of capital across space are visualized. Empirically, these findings show that, despite the liquidity of capital and the typical focus on transnational investments, most landlords invest locally or regionally, resulting in urban-regional networks of landlordism. These patterns pertain to landlord spatial strategies as well as the functioning of urban systems. Conceptually, findings demonstrate that property-based class relations between tenants and landlords are spatial relations as well, linking places of accumulation with places of extraction and reproducing spatial patterns of (dis)advantage. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",landlordism; Private renting; spatial networks,,Article,Article in Press,,Scopus,2-s2.0-85149333763,1
El Moussawi H.,57512112100;,‘Finding housing was an illness’: refugees’ sense of continued displacement in Belgium,2023,Housing Studies,,,,,,,,10.1080/02673037.2023.2180493,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148625145&doi=10.1080%2f02673037.2023.2180493&partnerID=40&md5=11777daceea83f530d28cf645ec2892d,"Cosmopolis Centre for Urban Research, Vrije Universiteit Brussel, Brussels, Belgium","El Moussawi, H., Cosmopolis Centre for Urban Research, Vrije Universiteit Brussel, Brussels, Belgium","Housing is a key empirical entry point into the lifeworlds of refugees in host societies. To date, scholarly work has mainly focused on the first phase of arrival, that of asylum accommodation. Here I extend the scope of post-arrival housing research by looking into the housing trajectories of refugees after they have received protection status. This contribution reveals their lived experiences on the regular housing market, which exposes them to contingency, inaccessibility and exclusion. Based on interviews with 20 households who received refugee status in Belgium after 2015, the article puts the urban studies notion of displacement into dialogue with the notion of precariousness in housing studies, arguing that refugees develop a sense of continued displacement. The analysis captures how post-arrival housing trajectories make refugees relive the exclusionary nature of forced displacement, as they not only struggle to secure housing but are also unable to once more find home and fixity. The article highlights the importance of considering refugees’ housing experiences as vehicles to further understand already existing housing difficulties in host societies. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",continued displacement; lived experiences; post-arrival; precarious housing; Refugee housing,,Article,Article in Press,,Scopus,2-s2.0-85148625145,0
"Sokołowski J., Frankowski J., Lewandowski P.",57216457058;57189589513;55792963200;,"Energy poverty, housing conditions, and self-assessed health: evidence from Poland",2023,Housing Studies,,,,,,,,10.1080/02673037.2023.2176831,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148611262&doi=10.1080%2f02673037.2023.2176831&partnerID=40&md5=d5928ad269c96250f012eb46d92ba338,"Institute for Structural Research, Warsaw, Poland; Faculty of Economic Sciences, University of Warsaw, Warsaw, Poland; Institute of Philosophy and Sociology, Polish Academy of Sciences, Warsaw, Poland; Institute of Labor Economics, Bonn, Germany","Sokołowski, J., Institute for Structural Research, Warsaw, Poland, Faculty of Economic Sciences, University of Warsaw, Warsaw, Poland; Frankowski, J., Institute for Structural Research, Warsaw, Poland, Institute of Philosophy and Sociology, Polish Academy of Sciences, Warsaw, Poland; Lewandowski, P., Institute for Structural Research, Warsaw, Poland, Institute of Labor Economics, Bonn, Germany","Energy poverty, i.e., inefficient heating and insufficient access to energy services, can turn a shelter into a health hazard. We find that substandard housing and ineffective heating is associated with a higher risk of poor health in an urban context. We surveyed people living in two middle-sized cities in a coal-dependent region of Poland and used objective and subjective indicators of energy poverty and self-assessed health status. We demonstrate that people who live in substandard housing are more likely to exhibit poor musculoskeletal and cardiovascular outcomes, by 10 and 6 pp, respectively than otherwise similar people living in suitable housing conditions. We show that energy-poor people who use coal or a wood stove have a 24 pp higher likelihood of respiratory disease than the energy-poor who live in flats connected to district heating. We also find that a significant amount of the explained variance in the probability of respiratory disease is attributable to energy poverty. To improve the housing conditions and reduce the risk of poor health outcomes, we recommend two policy instruments: 1) a full subsidy for thermal retrofits and connecting multi-family buildings to the district heating network and 2) a targeted energy voucher for clean heating. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",air pollution; D10; energy poverty; health; heating; housing; I14; I32; Q53,,Article,Article in Press,,Scopus,2-s2.0-85148611262,0
Łaszkiewicz E.,57190963962;,"Towards green gentrification? The interplay between residential change, the housing market, and park proximity",2023,Housing Studies,,,,,,,,10.1080/02673037.2023.2176832,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148611160&doi=10.1080%2f02673037.2023.2176832&partnerID=40&md5=680af5aedb0a0ba283f674b97bf409f5,"Social-Ecological Systems Analysis Lab, Faculty of Economics and Sociology, University of Lodz, Lodz, Poland","Łaszkiewicz, E., Social-Ecological Systems Analysis Lab, Faculty of Economics and Sociology, University of Lodz, Lodz, Poland","Green gentrification is a potential side effect of the temporal change of green spaces via various improvements. This paper suggests that green gentrification may occur even when green spaces remain unchanged. Spatially-explicit datasets and econometric models were used for this purpose. We found that in the case study city, Lodz (Poland), residential change is linked to the housing market (i.e., the number of property transactions and their prices). However, the strength of this association depends on the proximity to temporarily unchanged parks. We also found that the value of park proximity among housing buyers rises, suggesting the increased desirability of living close to parks, resulting in more intense residential change close to parks than in other locations. Therefore, scholars should consider green gentrification as a process that may be induced by time (in)variant green spaces. More emphasis is needed in housing studies to explore how changing residential preferences are related to gentrification. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",econometric modelling; Gentrification; spatial data analysis; spatio-temporal data; urban green spaces,,Article,Article in Press,,Scopus,2-s2.0-85148611160,1
"Ronald R., Schijf P., Donovan K.",16837011000;58112043300;58112272800;,The institutionalization of shared rental housing and commercial co-living,2023,Housing Studies,,,,,,,,10.1080/02673037.2023.2176830,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148593644&doi=10.1080%2f02673037.2023.2176830&partnerID=40&md5=6adc282f7a3fcc4b71d88ecc9521599d,"Department of Geography and Planning, University of Amsterdam, Netherlands; Australian Centre for Housing Research, University of AdelaideSA, Australia; Expert Team for House Building, Netherlands Enterprise Agency, Netherlands; Global Infrastructure Basel Foundation, Switzerland","Ronald, R., Department of Geography and Planning, University of Amsterdam, Netherlands, Australian Centre for Housing Research, University of AdelaideSA, Australia; Schijf, P., Expert Team for House Building, Netherlands Enterprise Agency, Netherlands; Donovan, K., Global Infrastructure Basel Foundation, Switzerland","In context of diminishing housing affordability, shared renting has acquired new salience in recent years, especially for single young-adults. Public discourses often pose shared renting as a potential solution to the ‘housing crisis’, with new regulation and investment stimulating conversions to multiple-occupancy and growth in co-living developments. This paper addresses how Amsterdam, a deeply regulated market, has approached affordability concerns through transformations in the shared rental sector. Drawing on secondary data and stakeholder interviews we analyze developments in the institutional features of shared housing, focusing on the regulatory context under neo-liberal pressures. We identify shifts from ‘traditional’, relatively informalized sharing arrangements towards a more complex and institutionalized sector featuring growth and diversification in co-living provision. Beyond illustrating interaction between changing real-estate investment practices and Amsterdam’s socioeconomic and regulatory context, our analysis innovates a rough typology of sharing and co-living and seeks to contribute to understanding of emerging forms of housing and precarity characteristic to the experiences of young urbanites. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Amsterdam; co-living; Shared housing; singles; young people,,Article,Article in Press,,Scopus,2-s2.0-85148593644,0
"Wang Y., Livingston M., McArthur D.P., Bailey N.",58108087900;23976057700;36170690000;7103189425;,The challenges of measuring the short-term rental market: an analysis of open data on Airbnb activity,2023,Housing Studies,,,,,,,,10.1080/02673037.2023.2176829,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148374716&doi=10.1080%2f02673037.2023.2176829&partnerID=40&md5=79bb99679eeef26892bf406944fe2734,"Urban Big Data Centre, School of Social and Political Sciences, University of Glasgow, Glasgow, United Kingdom","Wang, Y., Urban Big Data Centre, School of Social and Political Sciences, University of Glasgow, Glasgow, United Kingdom; Livingston, M., Urban Big Data Centre, School of Social and Political Sciences, University of Glasgow, Glasgow, United Kingdom; McArthur, D.P., Urban Big Data Centre, School of Social and Political Sciences, University of Glasgow, Glasgow, United Kingdom; Bailey, N., Urban Big Data Centre, School of Social and Political Sciences, University of Glasgow, Glasgow, United Kingdom","The past decade has seen the growth of Short-Term Lets (STLs) through Airbnb and other platforms. Measuring the scale of this activity is challenging as platforms appear unwilling to share data. Most research on Airbnb uses data from commercial sources but this raises issues of equity in access and transparency. Open data exist, but geographic and temporal coverage is limited. We consider whether these open data can be used to study the STLs sector, using a city in Scotland. Using 2017 data to construct: (i) property-level estimates of income; and (ii) through comparisons with rents in the long-term rental market, an area-level vulnerability index to identify neighbourhoods at greatest risk of properties switching from long-term to short-term renting. This index is strongly associated with the growth of Airbnb listings over two years. We conclude that open data can provide a valuable basis for research and policy. We discuss strategies for improving knowledge about this sector including through new data collection. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",Airbnb; deprivation; long term lets; private rented sector; short term lets,,Article,Article in Press,,Scopus,2-s2.0-85148374716,1
Casier C.,57213600932;,The coliving market as an emergent financialized niche real estate sector: a view from Brussels,2023,Housing Studies,,,,,,,,10.1080/02673037.2023.2176833,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148212313&doi=10.1080%2f02673037.2023.2176833&partnerID=40&md5=ef9fc33b2e0a9da7268cccae0136b994,"Institut de Gestion et d’Aménagement du Territoire (IGEAT), Université libre de Bruxelles, Fonds de la Recherche Scientifique–FNRS, Brussels, Belgium","Casier, C., Institut de Gestion et d’Aménagement du Territoire (IGEAT), Université libre de Bruxelles, Fonds de la Recherche Scientifique–FNRS, Brussels, Belgium","This paper addresses coliving as a product shaped to attract both young professionals in a student-style accommodation and investors of various scales, while integrating new geographies and housing types into capital accumulation. Taking Brussels as case-study, it answers the question ‘how are new residential products created by the financialization process affecting the private rental sector?’ by combining quantitative and qualitative methods. The paper also provides results on intra-urban geographies of financialized housing. First, coliving is aimed at a particular market segment consisting of young international workers attracted by the international functions of Brussels. To attract this clientele to a student-style accommodation, operators must promote a unique experience. Second, the Brussels coliving market illustrates that the financialization of the private rental sector relies notably on the creation of new products shaped so that investors of various scales can easily inject their capital. Third, most Brussels coliving establishments remain small-scale projects located in renovated old single-family houses. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",coliving; financialization; flexible housing; private rental sector; young adults,,Article,Article in Press,,Scopus,2-s2.0-85148212313,1
"Milligan V., Whitehead C.",15062972200;58096994800;,Celebrating Judy Yates,2023,Housing Studies,38,3,,351,359,,,10.1080/02673037.2023.2174063,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147742455&doi=10.1080%2f02673037.2023.2174063&partnerID=40&md5=ab0a09b777c38259b3beffd50d7d4141,"City Futures Research Centre, University of New South Wales, Sydney, NSW, Australia; Department of Economics, London School of Economics and Political Science, London, United Kingdom","Milligan, V., City Futures Research Centre, University of New South Wales, Sydney, NSW, Australia; Whitehead, C., Department of Economics, London School of Economics and Political Science, London, United Kingdom",[No abstract available],,,Editorial,Final,,Scopus,2-s2.0-85147742455,
"Choi K.H., Ramaj S.",58070194400;57203652279;,Ethno-racial and nativity differences in the likelihood of living in affordable housing in Canada,2023,Housing Studies,,,,,,,,10.1080/02673037.2023.2170988,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147693833&doi=10.1080%2f02673037.2023.2170988&partnerID=40&md5=96214272b281d9060f42c01d8189e272,"Department of Sociology, University of Western Ontario, London, ON, Canada; Department of Sociology, University of Toronto, Toronto, ON, Canada","Choi, K.H., Department of Sociology, University of Western Ontario, London, ON, Canada; Ramaj, S., Department of Sociology, University of Toronto, Toronto, ON, Canada","Canadians are experiencing a housing affordability crisis, but little attention has been paid to its ethno-racial and nativity disparities. Using data from the 2016 Canadian Census, we assess whether the likelihood of living in unaffordable housing (i.e. spending 30% or more of pretax income on housing costs) varies by ethno-race and nativity status, and identify the social factors contributing to these differences. We show that Middle Eastern and North Africans (MENAs) are most, and Whites are least, likely to live in unaffordable housing. Results from decomposition analyses suggest that MENA individuals’ high unaffordable housing rates are largely attributable to their high unemployment rates. The high unaffordable housing rates of East and South Asians are mainly associated with their higher propensity to live in urban areas with expensive housing. Immigrants are generally more likely than Canadian-born co-ethnics to live in unaffordable housing. Blacks and Southeast Asians are exceptions. As many governments take steps to address housing affordability crises, they should curtail the influence of structural barriers that preclude ethno-racial minorities from living in affordable housing. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",Housing affordability; immigration; racial inequality; racial minorities; unaffordable housing,,Article,Article in Press,,Scopus,2-s2.0-85147693833,1
"Ghekiere A., D’hondt F., Derous E., Schelfhout S., Verhaeghe P.-P.",57219294843;57188922642;17433889900;57196076952;54685261800;,Reducing ethnic discrimination in rental applications: the development of a training intervention,2023,Housing Studies,,,,,,,1,10.1080/02673037.2023.2170989,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147666141&doi=10.1080%2f02673037.2023.2170989&partnerID=40&md5=954e8983ccc4433a04fb2b78c8c96aec,"Department of Sociology, Vrije Universiteit Brussel, Brussels, Belgium; Department of Economics, Ghent University, Brussels, Belgium; Research Group CESSMIR & CuDOS, Department of Sociology, Ghent University, Brussels, Belgium; Department of Work, Organisation and Society, Ghent University, Brussels, Belgium; Department of Sociology, Ghent University, Brussels, Belgium","Ghekiere, A., Department of Sociology, Vrije Universiteit Brussel, Brussels, Belgium, Department of Economics, Ghent University, Brussels, Belgium; D’hondt, F., Research Group CESSMIR & CuDOS, Department of Sociology, Ghent University, Brussels, Belgium; Derous, E., Department of Work, Organisation and Society, Ghent University, Brussels, Belgium; Schelfhout, S., Department of Work, Organisation and Society, Ghent University, Brussels, Belgium; Verhaeghe, P.-P., Department of Sociology, Vrije Universiteit Brussel, Brussels, Belgium, Department of Sociology, Ghent University, Brussels, Belgium","While field experiments are valuable in their ability to objectively analyse patterns of discrimination, research that focuses on reducing discrimination is systematically lacking. The present study addresses this gap. Building on both cognitive and behavioural processes that steer discriminatory decision-making and insights from diversity literature, we develop and test the effectiveness of a training intervention which is tailored to the specific context of the housing market, with 113 students in real estate. We develop our training around three theoretical mechanisms of discrimination that are measured through a specified vignette experiment in pre- and post-tests. Our results show a reduction in statistical and customer taste-based discrimination after the training, but no change in agent taste-based discrimination. The driver for this reduction in discrimination is being more selective on majority candidates rather than increasing the chances of ethnic minority candidates. Additionally, we found that training has no effect on taste and that most of these effects remain present on the long term. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",Ethnic discrimination; housing market; intersectionality; training intervention; vignette experiment,,Article,Article in Press,,Scopus,2-s2.0-85147666141,1
